Scenario,Modality,Model,fs_factor,duty,motion,network,Error_orig,Coverage_orig,Energy_mWh_day_orig,Latency_p95_s_orig,f_samp,a_L,MotionPen,SNR_dB,NoisePen,p_fit,FitGain,g_m,chi_m,phi_m,eta_n,lambda_n,gamma_cloud,duty_term,eps_base,Error,Coverage,E_base,Energy_mWh_day,tau_base,Latency_p95_s,BatteryDays,EDP,EEprod,NormError_%,StressUplift_%,CloudBoost_pct,L1_Device_pen,L2_Edge_pen,L3_Conn_pen,L5_Analytics_pen,PrimaryLayerConcern
baseline,BIS,large,0.5,1.0,low,edge,0.1138578687363647,1.0,162.059393169796,3.471465105037345,0.5,0.0,1.0,20.0,1.0,0.5,1.0,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.08856063818242442,0.11385786873636469,1.0,177.45165853547144,162.059393169796,3.241465105037345,3.471465105037345,1.8511731664062088,562.5835283324743,18.45173711502155,209.36397679105923,5.764140066747969,0.0,0.3275741277025712,0.07824428051009807,0.13656867568637557,0.16530383912466698,L1_Device
baseline,BIS,large,0.5,1.0,high,edge,0.1204207957673428,0.9969375,158.27749842327376,3.531164619134187,0.5,0.35,1.35,20.0,1.0,1.0,0.85,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.08162561865905468,0.12042079576734281,0.9225,172.94940288484972,158.27749842327376,3.301164619134187,3.531164619134187,1.8954052407230035,558.9039024373313,19.05990231219497,221.4320096626096,5.764140066747969,0.0,0.3539867659853,0.07906449815705262,0.14494414717746243,0.18354469157794978,L1_Device
baseline,BIS,large,1.0,1.0,low,edge,0.0836901740168029,1.0,202.7401919536779,3.471238353517541,1.0,0.0,1.0,20.0,1.0,0.5,1.0,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.09205919141848319,0.0836901740168029,1.0,182.44249226315188,202.7401919536779,3.241238353517541,3.471238353517541,1.4797263290968177,703.7595301091151,16.967361944803326,153.89105597141244,2.451951076456238,0.0,0.36770708016135656,0.038480073550290594,0.13653686385476507,0.08145642384216106,L1_Device
baseline,BIS,large,1.0,1.0,high,edge,0.085742216139496,0.9969375,203.1316983197245,3.455923616255024,1.0,0.35,1.35,20.0,1.0,1.0,0.85,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.08219297407707678,0.085742216139496,0.9225,182.81894069204282,203.1316983197245,3.225923616255024,3.455923616255024,1.4768743750067361,702.0076334331269,17.416961982112714,157.66438937487337,2.451951076456238,0.0,0.3983070051309494,0.03877159016075905,0.13438830121943734,0.08715982377503942,L1_Device
baseline,BIS,large,2.0,1.0,low,edge,0.0567920826103564,1.0,287.30378076780784,3.51575858509058,2.0,0.0,1.0,20.0,1.0,0.5,1.0,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.08834774680927716,0.0567920826103564,1.0,190.48873664431102,287.30378076780784,3.28575858509058,3.51575858509058,1.0441909229257689,1010.0907337634022,16.316580051633068,104.43034282577432,5.175077439688658,0.0,0.4485040661646681,0.06510547295079164,0.1427827761700932,0.0066964708053556445,L1_Device
baseline,BIS,large,2.0,1.0,high,edge,0.0597311168650543,0.9969375,281.50132800457226,3.607848435507616,2.0,0.35,1.35,20.0,1.0,1.0,0.85,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.08097587025958808,0.0597311168650543,0.9225,186.45925555873075,281.50132800457226,3.377848435507616,3.607848435507616,1.0657143329537944,1015.6141258346122,16.81438872070909,109.83469393754048,5.175077439688658,0.0,0.47324467606730136,0.0655032511346315,0.1557024109184627,0.014865156811163389,L1_Device
baseline,ACG,tiny,0.5,1.0,low,edge,0.2564829936440835,1.0,80.94492951386208,2.99080376507578,0.5,0.0,1.0,20.0,1.0,0.5,1.0,0.95,0.6,0.02,0.6,0.02,0.0,1.0,0.17229282086151973,0.2564829936440835,1.0,121.3302312747537,80.94492951386208,2.9408037650757803,2.99080376507578,3.7062235003691497,242.09039995385234,20.760997842024675,306.528444774763,5.667047363387079,0.0,0.23885182896168852,0.09353501964886084,0.06913487139803157,0.3121680996928242,L5_Analytics
baseline,ACG,tiny,0.5,1.0,high,edge,0.2710180063729267,0.9816,82.76090164224345,3.040230647588272,0.5,0.35,1.35,20.0,1.0,1.0,0.85,0.95,0.6,0.02,0.6,0.02,0.0,1.0,0.15865510816859058,0.2710180063729268,0.9225,124.5730386468633,82.76090164224345,2.9902306475882723,3.040230647588272,3.6249000922782564,251.6122295947871,22.4296945687067,323.8995569224026,5.667047363387079,0.0,0.2713681202517189,0.09539504944376291,0.07606915640251492,0.33842456559800993,L5_Analytics
baseline,ACG,tiny,1.0,1.0,low,edge,0.1814728661510283,1.0,106.66317655901275,3.026294134334871,1.0,0.0,1.0,20.0,1.0,0.5,1.0,0.95,0.6,0.02,0.6,0.02,0.0,1.0,0.1723992228434769,0.1814728661510283,1.0,123.24102178817468,106.66317655901275,2.976294134334871,3.026294134334871,2.812592027334018,322.794145570065,19.35647236293722,216.88219807386292,11.539644224403789,0.0,0.2693669996767446,0.14904221149478988,0.07411395004606669,0.17666764353176706,L1_Device
baseline,ACG,tiny,1.0,1.0,high,edge,0.2024141892686854,0.9816,107.3596615593616,2.9471851954731787,1.0,0.35,1.35,20.0,1.0,1.0,0.85,0.95,0.6,0.02,0.6,0.02,0.0,1.0,0.16757601725947813,0.20241418926868546,0.9225,124.15744942021263,107.3596615593616,2.897185195473179,2.9471851954731787,2.7943456195986904,316.4088051387614,21.731118854698632,241.90963211765336,11.539644224403789,0.0,0.30036624031263115,0.15171805976707958,0.06301545666383526,0.21449665315878502,L1_Device
baseline,ACG,tiny,2.0,1.0,low,edge,0.1265658756831778,1.0,156.0635344214897,3.062454931874445,2.0,0.0,1.0,20.0,1.0,0.5,1.0,0.95,0.6,0.02,0.6,0.02,0.0,1.0,0.1700416190285383,0.1265658756831778,1.0,123.33063312197388,156.0635344214897,3.012454931874445,3.062454931874445,1.922294026673604,477.9375406748483,19.752317896267602,151.26165085454747,11.533845091382,0.0,0.3215311828053493,0.1428577665883526,0.07918708562295552,0.07748207348306406,L1_Device
baseline,ACG,tiny,2.0,1.0,high,edge,0.1411637877230266,0.9816,157.8436504184234,3.0996997877220624,2.0,0.35,1.35,20.0,1.0,1.0,0.85,0.95,0.6,0.02,0.6,0.02,0.0,1.0,0.1652757786127824,0.14116378772302662,0.9225,124.86521587795123,157.8436504184234,3.0496997877220626,3.0996997877220624,1.9006149389268319,489.26792969526247,22.281807561093945,168.70793534677807,11.533845091382,0.0,0.3535490148755188,0.14484118551291728,0.08441230785567484,0.10385216251646347,L1_Device
baseline,ACG,base,0.5,1.0,low,edge,0.2307269426085487,1.0,90.76343222588548,3.1915226176202056,0.5,0.0,1.0,20.0,1.0,0.5,1.0,1.05,1.0,0.1,0.6,0.02,0.0,1.0,0.17130601500699139,0.2307269426085487,1.0,111.09061746555068,90.76343222588548,3.0615226176202057,3.1915226176202056,3.3052958955252114,289.67354680175214,20.941569218136777,275.7468239144825,11.654707555820742,0.0,0.2509682404182988,0.1560518622576255,0.09729448128166417,0.2656416267902744,L5_Analytics
baseline,ACG,base,0.5,1.0,high,edge,0.2576174930220614,0.9816,91.06307061947828,3.2007919877320687,0.5,0.35,1.35,20.0,1.0,1.0,0.85,1.05,1.0,0.1,0.6,0.02,0.0,1.0,0.16668516782709072,0.25761749302206144,0.9225,111.51867231354039,91.06307061947828,3.070791987732069,3.2007919877320687,3.294419987808212,291.4739468171056,23.459439959880935,307.88430983617945,11.654707555820742,0.0,0.2815467261172988,0.15941608840547683,0.09859491640725505,0.31421749206646976,L5_Analytics
baseline,ACG,base,1.0,1.0,low,edge,0.1626119738338862,1.0,115.99466882969,3.1923880639246454,1.0,0.0,1.0,20.0,1.0,0.5,1.0,1.05,1.0,0.1,0.6,0.02,0.0,1.0,0.17074257252558053,0.1626119738338862,1.0,114.43852092187777,115.99466882969,3.0623880639246455,3.1923880639246454,2.5863257598543354,370.2999962507945,18.862122052603844,194.34113245818085,4.861588552162566,0.0,0.27967409785679564,0.07392600487544271,0.0974158980295148,0.14259678406263798,L1_Device
baseline,ACG,base,1.0,1.0,high,edge,0.17051749893824,0.9816,115.3097145836348,3.142014657573009,1.0,0.35,1.35,20.0,1.0,1.0,0.85,1.05,1.0,0.1,0.6,0.02,0.0,1.0,0.15602908399577517,0.17051749893824,0.9225,113.6774606484831,115.3097145836348,3.012014657573009,3.142014657573009,2.6016888610231383,362.3048133823407,19.662324134083704,203.78919870591085,4.861588552162566,0.0,0.30914658839817344,0.07492315455659912,0.09034882160201368,0.15687755245530344,L1_Device
baseline,ACG,base,2.0,1.0,low,edge,0.1120748465005583,1.0,167.49600642455198,3.227993539298025,2.0,0.0,1.0,20.0,1.0,0.5,1.0,1.05,1.0,0.1,0.6,0.02,0.0,1.0,0.166422656318071,0.1120748465005583,1.0,118.84308186504,167.49600642455198,3.097993539298025,3.227993539298025,1.7910874796596061,540.6760265966743,18.77208920948819,133.9431044065985,10.385987621334936,0.0,0.3330190721590154,0.12856041785607022,0.1024111253513417,0.05130506072342132,L1_Device
baseline,ACG,base,2.0,1.0,high,edge,0.1237149261847364,0.9816,164.3794458878726,3.1043279571886546,2.0,0.35,1.35,20.0,1.0,1.0,0.85,1.05,1.0,0.1,0.6,0.02,0.0,1.0,0.16009350135282144,0.12371492618473641,0.9225,116.44572760605587,164.3794458878726,2.9743279571886547,3.1043279571886546,1.8250456946097604,510.2877094569026,20.33619101430603,147.85441864989957,10.385987621334936,0.0,0.3601208649490423,0.13008076240866048,0.08506161132170442,0.07233203614221685,L1_Device
baseline,ACG,large,0.5,1.0,low,edge,0.193288291344051,1.0,112.09553683618162,3.218819947790515,0.5,0.0,1.0,20.0,1.0,0.5,1.0,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.1503430076866735,0.193288291344051,1.0,117.9708771859305,112.09553683618162,2.988819947790515,3.218819947790515,2.676288534470603,360.81535002658785,21.666754782359675,231.00307157628174,9.724062295450796,0.0,0.2754030823615482,0.13085585454161036,0.10112412736979377,0.19801136813135056,L1_Device
baseline,ACG,large,0.5,1.0,high,edge,0.212083765204159,0.9816,112.53749620153764,3.226690993019968,0.5,0.35,1.35,20.0,1.0,1.0,0.85,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.14375813107710678,0.21208376520415897,0.9225,118.4970192875448,112.53749620153764,2.996690993019968,3.226690993019968,2.665778163952976,363.12372537052033,23.867375921070842,253.4659541607642,9.724062295450796,0.0,0.3061089734978095,0.13326687443716703,0.10222838618867464,0.2319640538142759,L1_Device
baseline,ACG,large,1.0,1.0,low,edge,0.1357817315700653,1.0,137.68093623771125,3.214600122769579,1.0,0.0,1.0,20.0,1.0,0.5,1.0,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.14935990472707183,0.1357817315700653,1.0,119.88551561318391,137.68093623771125,2.984600122769579,3.214600122769579,2.1789509005229224,442.5891545327771,18.694555926544183,162.27572212742126,9.820944617597839,0.0,0.3027028069279607,0.12504530532225752,0.10053211209638815,0.09412986116617973,L1_Device
baseline,ACG,large,1.0,1.0,high,edge,0.1491167802283768,0.9816,137.16938756153849,3.294744843232315,1.0,0.35,1.35,20.0,1.0,1.0,0.85,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.1429441901971368,0.14911678022837677,0.9225,119.39364188609471,137.16938756153849,3.064744843232315,3.294744843232315,2.1870769078516923,451.9381323177138,20.45425741907497,178.21273092536228,9.820944617597839,0.0,0.3323905066411636,0.12678268945347712,0.11177591921193517,0.11821867739034082,L1_Device
baseline,ACG,large,2.0,1.0,low,edge,0.0983618126536357,1.0,185.9647319321421,3.254066856902674,2.0,0.0,1.0,20.0,1.0,0.5,1.0,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.15301507042181045,0.0983618126536357,1.0,120.11439717509867,185.9647319321421,3.024066856902674,3.254066856902674,1.6132091116581664,605.1416707331739,18.291828122492944,117.55435722878799,7.724192443288813,0.0,0.3513112539235973,0.09788500583856861,0.10606905006948177,0.026533441160688797,L1_Device
baseline,ACG,large,2.0,1.0,high,edge,0.1059594683537097,0.9816,185.8310313246704,3.247502971619229,2.0,0.35,1.35,20.0,1.0,1.0,0.85,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.14364640429492373,0.10595946835370972,0.9225,120.02154953102111,185.8310313246704,3.017502971619229,3.247502971619229,1.614369773775091,603.4868264459332,19.69055728278365,126.63448200661077,7.724192443288813,0.0,0.38139915713908934,0.09892841058546906,0.10514817768226134,0.04025806538839727,L1_Device
baseline,CapPress,tiny,0.5,1.0,low,edge,0.1280105663487694,1.0,54.02267586314264,2.557923495089557,0.5,0.0,1.0,20.0,1.0,0.5,1.0,0.95,0.6,0.02,0.6,0.02,0.0,1.0,0.08599128255230803,0.1280105663487694,1.0,73.25477832704041,54.02267586314264,2.5079234950895573,2.557923495089557,5.5532236270561555,138.18587185794007,6.915473332916884,279.29234563018906,3.6604335272887756,0.0,0.19979176351907957,0.05530323657789206,0.008404454824752184,0.27100068896506985,L5_Analytics
baseline,CapPress,tiny,0.5,1.0,low,edge+cloud,0.1267248541707141,1.0,55.38615199916073,3.865784736973937,0.5,0.0,1.0,20.0,1.0,0.5,1.0,0.95,0.6,0.02,1.1,0.2,0.3,1.0,0.12161086220362696,0.1267248541707141,1.0,61.87759415935873,55.38615199916073,3.635784736973937,3.865784736973937,5.416516388510722,214.11094103807406,7.0188020351706495,276.4871899289323,2.710566110137469,100.0,0.2021069546330884,0.04479948876297172,0.6918892739462446,0.5667606912952147,L3_Connectivity
baseline,CapPress,tiny,0.5,1.0,high,edge,0.132696308037872,1.0,54.61709201426167,2.6771864183420613,0.5,0.35,1.35,20.0,1.0,1.0,0.85,0.95,0.6,0.02,0.6,0.02,0.0,1.0,0.0776809902304125,0.132696308037872,0.9225,74.31623573975298,54.61709201426167,2.6271864183420615,2.6771864183420613,5.492786029722412,146.22013694992,7.247486466057266,289.5156562887878,3.6604335272887756,0.0,0.23102697141045367,0.055875038634561135,0.025136303127984254,0.28645324061888516,L5_Analytics
baseline,CapPress,tiny,0.5,1.0,high,edge+cloud,0.1301598151209866,1.0,54.42012248327673,3.77528703422888,0.5,0.35,1.35,20.0,1.0,1.0,0.85,0.95,0.6,0.02,1.1,0.2,0.3,1.0,0.10885159478933722,0.13015981512098662,0.9225,60.46733209237478,54.42012248327673,3.54528703422888,3.77528703422888,5.512666754695193,205.4515828122622,7.0833130812847465,283.98155799801737,2.710566110137469,100.0,0.23069148678361234,0.045194486836238355,0.6791930076396118,0.57808844152873,L3_Connectivity
baseline,CapPress,tiny,1.0,1.0,low,edge,0.0924582515799383,1.0,63.43442972717147,2.4980173907203262,1.0,0.0,1.0,20.0,1.0,0.5,1.0,0.95,0.6,0.02,0.6,0.02,0.0,1.0,0.08783533900094138,0.0924582515799383,1.0,66.36109174627825,63.43442972717147,2.4480173907203264,2.4980173907203262,4.7292929295697315,158.46030862890078,5.865036462544737,201.72461300008416,1.783770767667603,0.0,0.21483827434556957,0.03066894634298945,0.0,0.15375692760799117,L1_Device
baseline,CapPress,tiny,1.0,1.0,low,edge+cloud,0.0859209841102734,1.0,66.27670653412949,3.819553589133924,1.0,0.0,1.0,20.0,1.0,0.5,1.0,0.95,0.6,0.02,1.1,0.2,0.3,1.0,0.11660704986394246,0.0859209841102734,1.0,60.199668400146315,66.27670653412949,3.589553589133924,3.819553589133924,4.526477184642747,253.14743231841007,5.694559849000193,187.46165941982926,8.903441559876214,100.0,0.21902304450573273,0.10766185277813455,0.6854033306920643,0.4321984487262521,L3_Connectivity
baseline,CapPress,tiny,1.0,1.0,high,edge,0.0941074948439178,1.0,63.65325836464708,2.5754110691221634,1.0,0.35,1.35,20.0,1.0,1.0,0.85,0.95,0.6,0.02,0.6,0.02,0.0,1.0,0.07791034431522606,0.0941074948439178,0.9225,66.64902416400932,63.65325836464708,2.5254110691221636,2.5754110691221634,4.713034457425663,163.93330617800504,5.990248683349592,205.32291767797022,1.783770767667603,0.0,0.24538482053106117,0.030871332608664606,0.010857852980066696,0.15919577132095536,L1_Device
baseline,CapPress,tiny,1.0,1.0,high,edge+cloud,0.0935709087182021,1.0,64.93546542194092,3.806298782283638,1.0,0.35,1.35,20.0,1.0,1.0,0.85,0.95,0.6,0.02,1.1,0.2,0.3,1.0,0.11066587398978152,0.09357090871820212,0.9225,58.68414171970725,64.93546542194092,3.576298782283638,3.806298782283638,4.6199715063354825,247.163782962555,6.076070507570404,204.15219871344792,8.903441559876214,100.0,0.2472849001648961,0.1085736825141771,0.6835437635151129,0.45742622759138407,L3_Connectivity
baseline,CapPress,tiny,2.0,1.0,low,edge,0.0635489694535135,1.0,84.12477564534214,2.5476752343443474,2.0,0.0,1.0,20.0,1.0,0.5,1.0,0.95,0.6,0.02,0.6,0.02,0.0,1.0,0.08537822375219271,0.0635489694535135,1.0,61.314461763225985,84.12477564534214,2.4976752343443476,2.5476752343443474,3.5661313530838585,214.32260750641268,5.346042797769524,138.65059148864273,3.3461308601745676,0.0,0.24285587746019527,0.044409716795074425,0.006966687415699379,0.05842043554906779,L1_Device
baseline,CapPress,tiny,2.0,1.0,low,edge+cloud,0.0610214148654687,1.0,86.5073141349963,3.731647728275206,2.0,0.0,1.0,20.0,1.0,0.5,1.0,0.95,0.6,0.02,1.1,0.2,0.3,1.0,0.1171177812472057,0.06102141486546871,1.0,57.204135513615796,86.5073141349963,3.501647728275206,3.731647728275206,3.4679148578332266,322.81482227104857,5.278798704729035,133.1359947663686,6.669241820113148,100.0,0.24580326834064245,0.08040676658684963,0.6730706837239948,0.3500851131132551,L3_Connectivity
baseline,CapPress,tiny,2.0,1.0,high,edge,0.0656754011317204,1.0,85.1905165034332,2.5098275729595176,2.0,0.35,1.35,20.0,1.0,1.0,0.85,0.95,0.6,0.02,0.6,0.02,0.0,1.0,0.0768933253551492,0.06567540113172042,0.9225,62.233203882270004,85.1905165034332,2.459827572959518,2.5098275729595176,3.5215187360427604,213.8135072749795,5.594921343981424,143.29002171825877,3.3461308601745676,0.0,0.27439891970903424,0.04468247618753957,0.001656895305520082,0.06543294232514968,L1_Device
baseline,CapPress,tiny,2.0,1.0,high,edge+cloud,0.0650910805849013,1.0,87.85166214290355,3.874924141380416,2.0,0.35,1.35,20.0,1.0,1.0,0.85,0.95,0.6,0.02,1.1,0.2,0.3,1.0,0.10887028260822049,0.06509108058490129,0.9225,58.25032073377707,87.85166214290355,3.644924141380416,3.874924141380416,3.414847171724608,340.41852649793293,5.718359620061257,142.01515620695093,6.669241820113148,100.0,0.27766731414622287,0.08092381992073996,0.6931714756895921,0.3635059809108858,L3_Connectivity
baseline,CapPress,base,0.5,1.0,low,edge,0.1201947533395243,1.0,57.55605346917834,2.559361977508372,0.5,0.0,1.0,20.0,1.0,0.5,1.0,1.05,1.0,0.1,0.6,0.02,0.0,1.0,0.08924005140689317,0.1201947533395243,1.0,63.651504955969045,57.55605346917834,2.429361977508372,2.559361977508372,5.212310120614021,147.30677482445387,6.917935649924362,262.23987245846956,0.17688850947576995,0.0,0.2056871894794259,0.016382225841410667,0.00860626498470877,0.2452258464203347,L5_Analytics
baseline,CapPress,base,0.5,1.0,low,edge+cloud,0.1142642062472772,1.0,59.74207319426314,3.886991124974853,0.5,0.0,1.0,20.0,1.0,0.5,1.0,1.05,1.0,0.1,1.1,0.2,0.3,1.0,0.121195492626522,0.1142642062472772,1.0,56.65705841728865,59.74207319426314,3.576991124974853,3.886991124974853,5.021586696941212,232.2169082936989,6.826380573109215,249.30065614603498,1.738965561911865,100.0,0.20917691627523904,0.03276175322803248,0.6948643986322257,0.5256681986969317,L3_Connectivity
baseline,CapPress,base,0.5,1.0,high,edge,0.1204073640471747,1.0,58.827511167902,2.6726790017569244,0.5,0.35,1.35,20.0,1.0,1.0,0.85,1.05,1.0,0.1,0.6,0.02,0.0,1.0,0.07790667259580153,0.12040736404717467,0.9225,65.46787309700285,58.827511167902,2.5426790017569245,2.6726790017569244,5.099654805109088,157.22705382407264,7.08326555318281,262.70374466011253,0.17688850947576995,0.0,0.2379497218097143,0.016428475541273333,0.024503940542151034,0.24592699005139793,L5_Analytics
baseline,CapPress,base,0.5,1.0,high,edge+cloud,0.1162512214435093,1.0,60.22447929014898,3.937509091972221,0.5,0.35,1.35,20.0,1.0,1.0,0.85,1.05,1.0,0.1,1.1,0.2,0.3,1.0,0.10745363007048944,0.1162512214435093,0.9225,57.241793078968456,60.22447929014898,3.627509091972221,3.937509091972221,4.981363119051019,237.1344347642543,7.001169278279148,253.63590870203487,1.738965561911865,100.0,0.2401517966228257,0.033008822958249306,0.7019517560215633,0.5322209403958821,L3_Connectivity
baseline,CapPress,base,1.0,1.0,low,edge,0.0798963884022929,1.0,68.36134766098859,2.6374673645624664,1.0,0.0,1.0,20.0,1.0,0.5,1.0,1.05,1.0,0.1,0.6,0.02,0.0,1.0,0.08389120782240755,0.0798963884022929,1.0,61.51260851220954,68.36134766098859,2.5074673645624665,2.6374673645624664,4.388444790288993,180.3008234533661,5.461824784426522,174.31724865165037,9.174606165535582,0.0,0.2220086268785224,0.10991418492684767,0.01956396627371263,0.11233064922987154,L1_Device
baseline,CapPress,base,1.0,1.0,low,edge+cloud,0.0805775760206448,1.0,70.6390154254076,3.9323888256635535,1.0,0.0,1.0,20.0,1.0,0.5,1.0,1.05,1.0,0.1,1.1,0.2,0.3,1.0,0.12086636403096722,0.0805775760206448,1.0,56.23318578088548,70.6390154254076,3.6223888256635535,3.9323888256635535,4.2469448107864665,277.78007491474824,5.691920635464283,175.80345790116965,8.233858820983087,100.0,0.22519794811996535,0.09974835246517348,0.7012334144212372,0.4145770570681444,L3_Connectivity
baseline,CapPress,base,1.0,1.0,high,edge,0.0872265673786899,1.0,68.82218081805163,2.634348445800812,1.0,0.35,1.35,20.0,1.0,1.0,0.85,1.05,1.0,0.1,0.6,0.02,0.0,1.0,0.07981515969291887,0.08722656737868992,0.9225,62.0246453533907,68.82218081805163,2.504348445800812,2.634348445800812,4.359059774538732,181.30160507465678,6.003122592274162,190.31016969403663,9.174606165535582,0.0,0.2528791461875333,0.11081164888662906,0.019126401319182546,0.13650397690773128,L1_Device
baseline,CapPress,base,1.0,1.0,high,edge+cloud,0.087212219871555,1.0,69.56059831677986,3.954824120671992,1.0,0.35,1.35,20.0,1.0,1.0,0.85,1.05,1.0,0.1,1.1,0.2,0.3,1.0,0.11400290179288236,0.08721221987155502,0.9225,55.181071528565724,69.56059831677986,3.644824120671992,3.954824120671992,4.31278636554844,275.0999320715765,6.0665341947999245,190.2788664271584,8.233858820983087,100.0,0.2539162378332408,0.10054507611432459,0.7043809471370394,0.4364566619659749,L3_Connectivity
baseline,CapPress,base,2.0,1.0,low,edge,0.0573386820521359,1.0,89.27495920300255,2.6358375716921127,2.0,0.0,1.0,20.0,1.0,0.5,1.0,1.05,1.0,0.1,0.6,0.02,0.0,1.0,0.08514359889706584,0.0573386820521359,1.0,58.673045540771206,89.27495920300255,2.505837571692113,2.6358375716921127,3.3604047840316484,235.31429167855467,5.1189085009583675,125.10104019111397,5.177518173258977,0.0,0.24917568253699546,0.06368049580439969,0.01933531644416995,0.03794026544536663,L1_Device
baseline,CapPress,base,2.0,1.0,low,edge+cloud,0.0556610512712486,1.0,90.36023982378242,3.8968274604297743,2.0,0.0,1.0,20.0,1.0,0.5,1.0,1.05,1.0,0.1,1.1,0.2,0.3,1.0,0.11807492040561597,0.055661051271248596,1.0,54.287887595636796,90.36023982378242,3.5868274604297743,3.8968274604297743,3.3200443091458163,352.1182638763354,5.029545941713873,121.44079987455413,4.569505761694637,100.0,0.25048407828441366,0.05683989951569723,0.6962443754783658,0.3324078059079617,L3_Connectivity
baseline,CapPress,base,2.0,1.0,high,edge,0.0603074027356924,1.0,88.38676012109134,2.6491542339005827,2.0,0.35,1.35,20.0,1.0,1.0,0.85,1.05,1.0,0.1,0.6,0.02,0.0,1.0,0.07804089255191994,0.06030740273569242,0.9225,57.989815477762576,88.38676012109134,2.519154233900583,2.6491542339005827,3.394173511835879,234.1501597955443,5.330375939125694,131.5781692819449,5.177518173258977,0.0,0.27831846104357305,0.06404292017232069,0.021203561544164376,0.047730457212679434,L1_Device
baseline,CapPress,base,2.0,1.0,high,edge+cloud,0.0582044862161081,1.0,91.38292796914436,3.856754613195267,2.0,0.35,1.35,20.0,1.0,1.0,0.85,1.05,1.0,0.1,1.1,0.2,0.3,1.0,0.10759944287291238,0.05820448621610811,0.9225,55.005563487118856,91.38292796914436,3.546754613195267,3.856754613195267,3.2828889013196823,352.4415290122883,5.318896371367663,126.99004422186994,4.569505761694637,100.0,0.2819294982944933,0.05716502211701181,0.6906224035970729,0.3407954982886502,L3_Connectivity
baseline,CapPress,large,0.5,1.0,low,edge,0.1006767655844331,1.0,66.14462055472157,2.813004166907199,0.5,0.0,1.0,20.0,1.0,0.5,1.0,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.0783081460179492,0.10067676558443311,1.0,63.26740542228759,66.14462055472157,2.583004166907199,2.813004166907199,4.535516229196741,186.06509323892735,6.6592264582589795,219.65569571755378,0.9192871647283773,0.0,0.21883158527239122,0.022259799146166187,0.04419069072728104,0.1808597899931309,L1_Device
baseline,CapPress,large,0.5,1.0,high,edge,0.1016022741683145,1.0,65.63874019577761,2.794974350717174,0.5,0.35,1.35,20.0,1.0,1.0,0.85,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.06886973660412112,0.1016022741683145,0.9225,62.66516689973526,65.63874019577761,2.564974350717174,2.794974350717174,4.570471631618827,183.4585952605868,6.669045277434162,221.6749623348801,0.9192871647283773,0.0,0.24831501640227166,0.022365204641679348,0.041661219360996,0.18391191496018502,L1_Device
baseline,CapPress,large,1.0,1.0,low,edge,0.0670111737934245,1.0,76.68587571212237,2.739908553439719,1.0,0.0,1.0,20.0,1.0,0.5,1.0,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.07371229117276695,0.0670111737934245,1.0,61.23641895396383,76.68587571212237,2.509908553439719,2.739908553439719,3.912063299977111,210.1122867916593,5.138810544845983,146.20439894942862,1.8079376182309037,0.0,0.23334674583484352,0.027973061781715096,0.03393582959512378,0.06983802852542838,L1_Device
baseline,CapPress,large,1.0,1.0,high,edge,0.0682226940128539,1.0,76.82779333500366,2.804863224927146,1.0,0.35,1.35,20.0,1.0,1.0,0.85,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.06539866092735451,0.06822269401285391,0.9225,61.3728782067343,76.82779333500366,2.574863224927146,2.804863224927146,3.904836869280696,215.49145217765465,5.241399036376732,148.84768327754375,1.8079376182309037,0.0,0.2637523863113066,0.02812316653602326,0.04304856706855374,0.0738333573362148,L1_Device
baseline,CapPress,large,2.0,1.0,low,edge,0.0460407883476288,1.0,96.9767919644533,2.8443969374105165,2.0,0.0,1.0,20.0,1.0,0.5,1.0,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.0716226580339224,0.0460407883476288,1.0,58.31721664198146,96.9767919644533,2.6143969374105165,2.8443969374105165,3.093523655741928,275.84049006358777,4.464887953467423,100.4513934985488,9.226266336828616,0.0,0.25830831523444764,0.10653637758558968,0.04859490168870116,0.000682282049861696,L1_Device
baseline,CapPress,large,2.0,1.0,high,edge,0.0502886341041566,1.0,99.5178907898811,2.7198791577401025,2.0,0.35,1.35,20.0,1.0,1.0,0.85,1.1,1.4,0.2,0.6,0.02,0.0,1.0,0.0681749500842249,0.05028863410415659,0.9225,60.08186860408409,99.5178907898811,2.4898791577401025,2.7198791577401025,3.014533342888169,270.6766369816533,5.004618796749746,109.71930660178067,9.226266336828616,0.0,0.29147006384556123,0.10708700386943545,0.031125829627725202,0.014690748654591834,L1_Device
