Scenario,Modality,Model,fs_factor,duty,motion,network,Error,Coverage,Energy_mWh_day,Latency_p95_s
Baseline,BIS,large,1.0,0.25,low,edge+cloud,0.09688245684920829,0.255625,51.96138281278457,5.030056728840835
Baseline,BIS,large,1.0,0.25,high,edge,0.11291772263025755,0.24923437499999998,50.30165526497514,3.8074647553812153
Baseline,BIS,large,1.0,0.25,high,edge+cloud,0.10489443558973255,0.24923437499999998,52.15114662184769,4.997096694113647
Baseline,BIS,large,1.0,0.5,low,edge,0.09659162170921336,0.51125,101.38876000288552,3.75063595498468
Baseline,BIS,large,1.0,0.5,low,edge+cloud,0.08916659439482912,0.51125,105.25367132842224,5.114286083465785
Baseline,BIS,large,1.0,0.5,high,edge,0.10350197980785592,0.49846874999999996,100.70558605854168,3.7803126972095877
Baseline,BIS,large,1.0,0.5,high,edge+cloud,0.0941342632722028,0.49846874999999996,103.89276145341223,5.095145448794709
Baseline,BIS,large,1.0,1.0,low,edge,0.08369017401680291,1.0,202.7401919536779,3.471238353517541
Baseline,BIS,large,1.0,1.0,low,edge+cloud,0.07980171301233122,1.0,207.12393275769887,4.839877447815194
Baseline,BIS,large,1.0,1.0,high,edge,0.08574221613949604,0.9969374999999999,203.13169831972453,3.455923616255024
Baseline,BIS,large,1.0,1.0,high,edge+cloud,0.0793945366003482,0.9969374999999999,209.69591161589278,4.751526097019297
Baseline,BIS,large,2.0,0.25,low,edge,0.07237101948651313,0.255625,73.1865205362349,3.6764420450594932
Baseline,BIS,large,2.0,0.25,low,edge+cloud,0.07116920122185004,0.255625,70.98964438155542,5.243299374698308
Baseline,BIS,large,2.0,0.25,high,edge,0.07914038351666153,0.24923437499999998,72.83786474946615,3.713800470835302
Baseline,BIS,large,2.0,0.25,high,edge+cloud,0.07660129594305898,0.24923437499999998,73.03734200576261,5.239730316150558
Baseline,BIS,large,2.0,0.5,low,edge,0.06821053817262351,0.51125,142.9717920671754,3.78598640669424
Baseline,BIS,large,2.0,0.5,low,edge+cloud,0.06238732263246066,0.51125,147.71758514376413,4.78340611131665
Baseline,BIS,large,2.0,0.5,high,edge,0.07161584902307301,0.49846874999999996,145.24202379226776,3.6653750915076966
Baseline,BIS,large,2.0,0.5,high,edge+cloud,0.06582278678789069,0.49846874999999996,146.87164590469246,5.112928494021874
Baseline,BIS,large,2.0,1.0,low,edge,0.05679208261035641,1.0,287.30378076780784,3.51575858509058
Baseline,BIS,large,2.0,1.0,low,edge+cloud,0.05438274075677909,1.0,288.8318206069591,4.81237205221622
Baseline,BIS,large,2.0,1.0,high,edge,0.05973111686505434,0.9969374999999999,281.50132800457226,3.6078484355076155
Baseline,BIS,large,2.0,1.0,high,edge+cloud,0.05861647115855797,0.9969374999999999,289.43715916954926,4.778141356410725
Baseline,ACG,tiny,0.5,0.25,low,edge,0.33364819794332107,0.255625,20.320871486015815,3.2717260124629517
Baseline,ACG,tiny,0.5,0.25,low,edge+cloud,0.2954678474892852,0.255625,20.78896195720519,4.619129097518666
Baseline,ACG,tiny,0.5,0.25,high,edge,0.35538286184350726,0.24539999999999998,20.334842184737376,3.3773143209041536
Baseline,ACG,tiny,0.5,0.25,high,edge+cloud,0.3241186973453883,0.24539999999999998,20.886122175677883,4.534839016771709
Baseline,ACG,tiny,0.5,0.5,low,edge,0.3003094009678593,0.51125,40.35771121001051,3.324798854609096
Baseline,ACG,tiny,0.5,0.5,low,edge+cloud,0.2693715547071144,0.51125,41.821271915867335,4.480728573084807
Baseline,ACG,tiny,0.5,0.5,high,edge,0.32741906455783726,0.49079999999999996,40.95173939973002,3.212828090426395
Baseline,ACG,tiny,0.5,0.5,high,edge+cloud,0.2968450385701511,0.49079999999999996,43.068234699977985,4.438611407765334
Baseline,ACG,tiny,0.5,1.0,low,edge,0.2564829936440835,1.0,80.94492951386208,2.99080376507578
Baseline,ACG,tiny,0.5,1.0,low,edge+cloud,0.2297344049072829,1.0,85.57035247853545,4.27434805083708
Baseline,ACG,tiny,0.5,1.0,high,edge,0.2710180063729267,0.9815999999999999,82.76090164224345,3.0402306475882717
Baseline,ACG,tiny,0.5,1.0,high,edge+cloud,0.2608636554388234,0.9815999999999999,84.17643908788004,4.548704917755866
Baseline,ACG,tiny,1.0,0.25,low,edge,0.23041492662660873,0.255625,26.607840204820366,3.230332760993088
Baseline,ACG,tiny,1.0,0.25,low,edge+cloud,0.20218614051114517,0.255625,27.135144651424426,4.6444919790234875
Baseline,ACG,tiny,1.0,0.25,high,edge,0.2583728972955764,0.24539999999999998,26.516886435452655,3.388783757834408
Baseline,ACG,tiny,1.0,0.25,high,edge+cloud,0.23026071083754054,0.24539999999999998,27.44377469827209,4.747982263261619
Baseline,ACG,tiny,1.0,0.5,low,edge,0.2048478909419299,0.51125,52.99253582535425,3.280977859297177
Baseline,ACG,tiny,1.0,0.5,low,edge+cloud,0.1864474112470887,0.51125,55.135564008757036,4.4649149406506385
Baseline,ACG,tiny,1.0,0.5,high,edge,0.24177251650674408,0.49079999999999996,54.08151765029449,3.237771007613208
Baseline,ACG,tiny,1.0,0.5,high,edge+cloud,0.2112840781983492,0.49079999999999996,55.03089477570641,4.583670436905467
Baseline,ACG,tiny,1.0,1.0,low,edge,0.18147286615102837,1.0,106.66317655901277,3.026294134334871
Baseline,ACG,tiny,1.0,1.0,low,edge+cloud,0.16358469597516828,1.0,109.71349344627843,4.392002275050814
Baseline,ACG,tiny,1.0,1.0,high,edge,0.20241418926868548,0.9815999999999999,107.3596615593616,2.9471851954731787
Baseline,ACG,tiny,1.0,1.0,high,edge+cloud,0.17754904222770387,0.9815999999999999,110.47023339925686,4.423859558848996
Baseline,ACG,tiny,2.0,0.25,low,edge,0.15860190232181717,0.255625,39.64598262905348,3.2172629414310667
Baseline,ACG,tiny,2.0,0.25,low,edge+cloud,0.1466990178251866,0.255625,40.63837610814761,4.653545471361524
Baseline,ACG,tiny,2.0,0.25,high,edge,0.1854074128817043,0.24539999999999998,39.22575036717385,3.234656094723288
Baseline,ACG,tiny,2.0,0.25,high,edge+cloud,0.16093476003448462,0.24539999999999998,40.04825224261511,4.607295729200423
Baseline,ACG,tiny,2.0,0.5,low,edge,0.14505461952705792,0.51125,77.48652435232238,3.2545927566498434
Baseline,ACG,tiny,2.0,0.5,low,edge+cloud,0.13877448923374278,0.51125,79.42710020568049,4.692018922359872
Baseline,ACG,tiny,2.0,0.5,high,edge,0.16713938911805262,0.49079999999999996,79.36764315058964,3.1770045361572565
Baseline,ACG,tiny,2.0,0.5,high,edge+cloud,0.145806525488175,0.49079999999999996,81.16788262697867,4.566550252152671
Baseline,ACG,tiny,2.0,1.0,low,edge,0.1265658756831778,1.0,156.0635344214897,3.062454931874445
Baseline,ACG,tiny,2.0,1.0,low,edge+cloud,0.11422133071315822,1.0,161.52157862739844,4.404242344761965
Baseline,ACG,tiny,2.0,1.0,high,edge,0.14116378772302665,0.9815999999999999,157.8436504184234,3.0996997877220624
Baseline,ACG,tiny,2.0,1.0,high,edge+cloud,0.12774858593944005,0.9815999999999999,161.05322364375823,4.393148061220957
Baseline,ACG,base,0.5,0.25,low,edge,0.3017113339322774,0.255625,22.704659256525204,3.406635373048461
Baseline,ACG,base,0.5,0.25,low,edge+cloud,0.2653514852758886,0.255625,23.775285193439913,4.691018300267052
Baseline,ACG,base,0.5,0.25,high,edge,0.32367632016326014,0.24539999999999998,22.76602802107287,3.3543276920288774
Baseline,ACG,base,0.5,0.25,high,edge+cloud,0.2843716471206974,0.24539999999999998,23.51977684742508,4.666026889622682
Baseline,ACG,base,0.5,0.5,low,edge,0.26131684372171027,0.51125,46.009342784388984,3.3288929434287806
Baseline,ACG,base,0.5,0.5,low,edge+cloud,0.2410410809952754,0.51125,46.37533942883211,4.649456666662993
Baseline,ACG,base,0.5,0.5,high,edge,0.2938403593121214,0.49079999999999996,45.48224594594937,3.3715911917712202
Baseline,ACG,base,0.5,0.5,high,edge+cloud,0.2786141192306972,0.49079999999999996,48.36581212526272,4.514759592145005
Baseline,ACG,base,0.5,1.0,low,edge,0.2307269426085487,1.0,90.76343222588547,3.1915226176202056
Baseline,ACG,base,0.5,1.0,low,edge+cloud,0.21387672396373403,1.0,93.85734068494384,4.440461186853106
Baseline,ACG,base,0.5,1.0,high,edge,0.25761749302206144,0.9815999999999999,91.06307061947827,3.2007919877320687
Baseline,ACG,base,0.5,1.0,high,edge+cloud,0.22891335125769174,0.9815999999999999,94.23080475174338,4.34140984138989
Baseline,ACG,base,1.0,0.25,low,edge,0.21195851854549308,0.255625,28.97647525118693,3.4428553207012627
Baseline,ACG,base,1.0,0.25,low,edge+cloud,0.18624864257406246,0.255625,29.984114429150086,4.641814334186427
Baseline,ACG,base,1.0,0.25,high,edge,0.2310238083499534,0.24539999999999998,28.898794375552093,3.355325297251214
Baseline,ACG,base,1.0,0.25,high,edge+cloud,0.20814505219698107,0.24539999999999998,30.435154477100802,4.6623132507852425
Baseline,ACG,base,1.0,0.5,low,edge,0.19147851417242134,0.51125,58.10839567851871,3.3154351169676657
Baseline,ACG,base,1.0,0.5,low,edge+cloud,0.17084910726337973,0.51125,61.778829852548974,4.7442340668269
Baseline,ACG,base,1.0,0.5,high,edge,0.20445174903214774,0.49079999999999996,58.55617400726765,3.286767252199
Baseline,ACG,base,1.0,0.5,high,edge+cloud,0.189248486291165,0.49079999999999996,59.44415462420395,4.555942066058263
Baseline,ACG,base,1.0,1.0,low,edge,0.1626119738338862,1.0,115.99466882969001,3.1923880639246454
Baseline,ACG,base,1.0,1.0,low,edge+cloud,0.14458189937947083,1.0,118.73772177195735,4.494894205596769
Baseline,ACG,base,1.0,1.0,high,edge,0.17051749893824006,0.9815999999999999,115.3097145836348,3.142014657573009
Baseline,ACG,base,1.0,1.0,high,edge+cloud,0.15453077526155204,0.9815999999999999,120.55061684310034,4.416316651393379
Baseline,ACG,base,2.0,0.25,low,edge,0.15090645742589226,0.255625,42.49227241821405,3.3979399640255306
Baseline,ACG,base,2.0,0.25,low,edge+cloud,0.13193815143192167,0.255625,42.88492353109123,4.648437437213912
Baseline,ACG,base,2.0,0.25,high,edge,0.1583972142172795,0.24539999999999998,40.90307962573378,3.3459684597815738
Baseline,ACG,base,2.0,0.25,high,edge+cloud,0.14870049239186653,0.24539999999999998,42.41771112029459,4.66806219422881
Baseline,ACG,base,2.0,0.5,low,edge,0.14032976376057246,0.51125,84.98866203849438,3.3408629428233456
Baseline,ACG,base,2.0,0.5,low,edge+cloud,0.12288060026370115,0.51125,84.9428238250048,4.781148192748685
Baseline,ACG,base,2.0,0.5,high,edge,0.1487124326391392,0.49079999999999996,83.38629965176996,3.35544759850199
Baseline,ACG,base,2.0,0.5,high,edge+cloud,0.13291996759985691,0.49079999999999996,84.72868757016357,4.47583931423763
Baseline,ACG,base,2.0,1.0,low,edge,0.11207484650055839,1.0,167.49600642455198,3.2279935392980255
Baseline,ACG,base,2.0,1.0,low,edge+cloud,0.1030849007725414,1.0,169.881203103789,4.461664550341494
Baseline,ACG,base,2.0,1.0,high,edge,0.12371492618473645,0.9815999999999999,164.3794458878726,3.1043279571886546
Baseline,ACG,base,2.0,1.0,high,edge+cloud,0.11582351241178718,0.9815999999999999,172.60268334576708,4.4665056896435535
Baseline,ACG,large,0.5,0.25,low,edge,0.25228900590805314,0.255625,28.267910355230846,3.5391881681632404
Baseline,ACG,large,0.5,0.25,low,edge+cloud,0.22142520003234142,0.255625,28.48134093379976,4.998269527736552
Baseline,ACG,large,0.5,0.25,high,edge,0.26971642315721744,0.24539999999999998,27.840915543588082,3.6272991276819044
Baseline,ACG,large,0.5,0.25,high,edge+cloud,0.24717530581351915,0.24539999999999998,28.602968803047986,5.0157585845985455
Baseline,ACG,large,0.5,0.5,low,edge,0.22373856800260042,0.51125,56.30273867805881,3.4897020880673812
Baseline,ACG,large,0.5,0.5,low,edge+cloud,0.1994352620493838,0.51125,57.89645615971631,4.849600123770299
Baseline,ACG,large,0.5,0.5,high,edge,0.24254460518239432,0.49079999999999996,56.38604849896141,3.4428339327490862
Baseline,ACG,large,0.5,0.5,high,edge+cloud,0.222757769409191,0.49079999999999996,58.18882563980719,4.867183642965622
Baseline,ACG,large,0.5,1.0,low,edge,0.19328829134405104,1.0,112.09553683618162,3.218819947790515
Baseline,ACG,large,0.5,1.0,low,edge+cloud,0.17406413371192261,1.0,114.8815077941293,4.553143029365835
Baseline,ACG,large,0.5,1.0,high,edge,0.21208376520415909,0.9815999999999999,112.53749620153764,3.226690993019968
Baseline,ACG,large,0.5,1.0,high,edge+cloud,0.18807613825784705,0.9815999999999999,114.55549578796328,4.6921600325648996
Baseline,ACG,large,1.0,0.25,low,edge,0.17264906182958717,0.255625,34.14752823714628,3.565155027200726
Baseline,ACG,large,1.0,0.25,low,edge+cloud,0.16127465084006726,0.255625,35.38411107486802,4.999066236133618
Baseline,ACG,large,1.0,0.25,high,edge,0.19321570471388858,0.24539999999999998,33.837238353320636,3.5839945086046985
Baseline,ACG,large,1.0,0.25,high,edge+cloud,0.16748003799402084,0.24539999999999998,35.015441944884245,4.827311287504016
Baseline,ACG,large,1.0,0.5,low,edge,0.16088014966025083,0.51125,68.60352025688549,3.458632212933313
Baseline,ACG,large,1.0,0.5,low,edge+cloud,0.14285180432317643,0.51125,70.84492208734584,4.8859859030843165
Baseline,ACG,large,1.0,0.5,high,edge,0.18153840070080907,0.49079999999999996,68.33872444196682,3.6283127683967904
Baseline,ACG,large,1.0,0.5,high,edge+cloud,0.15666711893299834,0.49079999999999996,70.40576844961508,4.942695229779468
Baseline,ACG,large,1.0,1.0,low,edge,0.13578173157006534,1.0,137.68093623771125,3.214600122769579
Baseline,ACG,large,1.0,1.0,low,edge+cloud,0.11551033784310452,1.0,141.97585670993487,4.5467580200674425
Baseline,ACG,large,1.0,1.0,high,edge,0.14911678022837685,0.9815999999999999,137.16938756153849,3.294744843232315
Baseline,ACG,large,1.0,1.0,high,edge+cloud,0.13739097904598319,0.9815999999999999,139.7169685813975,4.360163669525575
Baseline,ACG,large,2.0,0.25,low,edge,0.11846486935553079,0.255625,47.533346714633936,3.527656386607673
Baseline,ACG,large,2.0,0.25,low,edge+cloud,0.10808393849755031,0.255625,48.468049364821674,5.085445562067379
Baseline,ACG,large,2.0,0.25,high,edge,0.13749948930548353,0.24539999999999998,47.31589091117471,3.531652740886594
Baseline,ACG,large,2.0,0.25,high,edge+cloud,0.1224866832101036,0.24539999999999998,48.248982424610944,4.973807910780998
Baseline,ACG,large,2.0,0.5,low,edge,0.11379490197687472,0.51125,93.72265939727883,3.438715115096049
Baseline,ACG,large,2.0,0.5,low,edge+cloud,0.10215587626855333,0.51125,94.27730414720405,4.801020863988707
Baseline,ACG,large,2.0,0.5,high,edge,0.12020744658329997,0.49079999999999996,94.77933068574329,3.5111593161265024
Baseline,ACG,large,2.0,0.5,high,edge+cloud,0.11067918656444162,0.49079999999999996,95.93256664442383,4.798492260708529
Baseline,ACG,large,2.0,1.0,low,edge,0.09836181265363576,1.0,185.96473193214212,3.254066856902674
Baseline,ACG,large,2.0,1.0,low,edge+cloud,0.08367347240238909,1.0,193.2445796125504,4.509054207755185
Baseline,ACG,large,2.0,1.0,high,edge,0.10595946835370973,0.9815999999999999,185.83103132467036,3.247502971619229
Baseline,ACG,large,2.0,1.0,high,edge+cloud,0.09341321172622345,0.9815999999999999,189.82355095199702,4.513991994982017
Baseline,CapPress,tiny,0.5,0.25,low,edge,0.16178967805282973,0.255625,13.50060893513449,2.7078909250174905
Baseline,CapPress,tiny,0.5,0.25,low,edge+cloud,0.15185923710228516,0.255625,13.734095831079982,4.119379895231551
Baseline,CapPress,tiny,0.5,0.25,high,edge,0.1691809541132135,0.25051249999999997,13.474346034471587,2.8412557042506204
Baseline,CapPress,tiny,0.5,0.25,high,edge+cloud,0.1678970481143151,0.25051249999999997,13.73508200273882,4.111965177906073
Baseline,CapPress,tiny,0.5,0.5,low,edge,0.14887103493025824,0.51125,26.99755561973143,2.7987871773721773
Baseline,CapPress,tiny,0.5,0.5,low,edge+cloud,0.14831428956306827,0.51125,27.585144350666585,3.965797534572598
Baseline,CapPress,tiny,0.5,0.5,high,edge,0.15889811332910433,0.5010249999999999,27.17322976852729,2.6519382759330776
Baseline,CapPress,tiny,0.5,0.5,high,edge+cloud,0.1577382113647676,0.5010249999999999,27.928301751798315,4.131487008013012
Baseline,CapPress,tiny,0.5,1.0,low,edge,0.12801056634876945,1.0,54.02267586314264,2.557923495089557
Baseline,CapPress,tiny,0.5,1.0,low,edge+cloud,0.12672485417071416,1.0,55.38615199916073,3.865784736973937
Baseline,CapPress,tiny,0.5,1.0,high,edge,0.13269630803787202,1.0,54.617092014261665,2.6771864183420613
Baseline,CapPress,tiny,0.5,1.0,high,edge+cloud,0.1301598151209866,1.0,54.42012248327673,3.7752870342288802
Baseline,CapPress,tiny,1.0,0.25,low,edge,0.11312340318313883,0.255625,16.287381350457146,2.7565066014603725
Baseline,CapPress,tiny,1.0,0.25,low,edge+cloud,0.11324404153075082,0.255625,16.34667934562408,4.131957685357367
Baseline,CapPress,tiny,1.0,0.25,high,edge,0.12193191781362343,0.25051249999999997,16.208915697338874,2.674530199592023
Baseline,CapPress,tiny,1.0,0.25,high,edge+cloud,0.11816873865803339,0.25051249999999997,16.36897038374562,4.000111436982636
Baseline,CapPress,tiny,1.0,0.5,low,edge,0.10871529886754706,0.51125,32.66174588773172,2.672857627787932
Baseline,CapPress,tiny,1.0,0.5,low,edge+cloud,0.10182965013184095,0.51125,33.067336751866485,4.1016869028118315
Baseline,CapPress,tiny,1.0,0.5,high,edge,0.11134477723350025,0.5010249999999999,31.884012981036513,2.646660194014164
Baseline,CapPress,tiny,1.0,0.5,high,edge+cloud,0.10651341163348273,0.5010249999999999,33.31637471468852,4.165130975392729
Baseline,CapPress,tiny,1.0,1.0,low,edge,0.09245825157993831,1.0,63.43442972717147,2.4980173907203262
Baseline,CapPress,tiny,1.0,1.0,low,edge+cloud,0.08592098411027346,1.0,66.27670653412949,3.819553589133924
Baseline,CapPress,tiny,1.0,1.0,high,edge,0.09410749484391785,1.0,63.65325836464708,2.5754110691221634
Baseline,CapPress,tiny,1.0,1.0,high,edge+cloud,0.09357090871820217,1.0,64.93546542194092,3.806298782283638
Baseline,CapPress,tiny,2.0,0.25,low,edge,0.08046844066956628,0.255625,21.3631710236891,2.7536803776907535
Baseline,CapPress,tiny,2.0,0.25,low,edge+cloud,0.07758581820018394,0.255625,21.334555828419184,4.09141465486581
Baseline,CapPress,tiny,2.0,0.25,high,edge,0.08611955494967327,0.25051249999999997,21.58731255865582,2.7659448126251376
Baseline,CapPress,tiny,2.0,0.25,high,edge+cloud,0.08625644872373966,0.25051249999999997,21.62575934755246,4.024024299094449
Baseline,CapPress,tiny,2.0,0.5,low,edge,0.07439545706117014,0.51125,42.51224515658756,2.6977707169225225
Baseline,CapPress,tiny,2.0,0.5,low,edge+cloud,0.07162931553364443,0.51125,43.16213937077451,4.078915575234683
Baseline,CapPress,tiny,2.0,0.5,high,edge,0.07826139303442242,0.5010249999999999,42.716854916844866,2.7476818746083227
Baseline,CapPress,tiny,2.0,0.5,high,edge+cloud,0.07769663726824118,0.5010249999999999,43.402133696123,3.936228738858802
Baseline,CapPress,tiny,2.0,1.0,low,edge,0.06354896945351354,1.0,84.12477564534214,2.5476752343443474
Baseline,CapPress,tiny,2.0,1.0,low,edge+cloud,0.0610214148654687,1.0,86.5073141349963,3.731647728275206
Baseline,CapPress,tiny,2.0,1.0,high,edge,0.06567540113172042,1.0,85.1905165034332,2.5098275729595176
Baseline,CapPress,tiny,2.0,1.0,high,edge+cloud,0.06509108058490135,1.0,87.85166214290355,3.8749241413804163
Baseline,CapPress,base,0.5,0.25,low,edge,0.14832988468012812,0.255625,14.5141104504607,2.7549703207899414
Baseline,CapPress,base,0.5,0.25,low,edge+cloud,0.13933228481570295,0.255625,14.905340747875423,4.177797225828418
Baseline,CapPress,base,0.5,0.25,high,edge,0.15169630860674946,0.25051249999999997,14.447234157511328,2.797356515836329
Baseline,CapPress,base,0.5,0.25,high,edge+cloud,0.1548132442476754,0.25051249999999997,14.974472515312016,4.248879121710728
Baseline,CapPress,base,0.5,0.5,low,edge,0.1392664943783722,0.51125,28.68502525028188,2.7499107458117087
Baseline,CapPress,base,0.5,0.5,low,edge+cloud,0.13024698100479315,0.51125,29.86671159152053,4.179029863563651
Baseline,CapPress,base,0.5,0.5,high,edge,0.1399276563122634,0.5010249999999999,28.80138955745643,2.775141316904259
Baseline,CapPress,base,0.5,0.5,high,edge+cloud,0.13656885428950383,0.5010249999999999,29.545040290898804,4.024324725791504
Baseline,CapPress,base,0.5,1.0,low,edge,0.12019475333952433,1.0,57.55605346917834,2.559361977508372
Baseline,CapPress,base,0.5,1.0,low,edge+cloud,0.11426420624727725,1.0,59.74207319426314,3.886991124974853
Baseline,CapPress,base,0.5,1.0,high,edge,0.12040736404717473,1.0,58.827511167902,2.6726790017569244
Baseline,CapPress,base,0.5,1.0,high,edge+cloud,0.11625122144350936,1.0,60.22447929014898,3.937509091972221
Baseline,CapPress,base,1.0,0.25,low,edge,0.1032269235010739,0.255625,17.219114269490625,2.787599577553585
Baseline,CapPress,base,1.0,0.25,low,edge+cloud,0.10322110094048255,0.255625,17.13167062607651,4.385283182115584
Baseline,CapPress,base,1.0,0.25,high,edge,0.11296212442175872,0.25051249999999997,17.013499610896197,2.9389319454658525
Baseline,CapPress,base,1.0,0.25,high,edge+cloud,0.10658720319756992,0.25051249999999997,17.3595239635567,4.369836556013008
Baseline,CapPress,base,1.0,0.5,low,edge,0.09391374084504596,0.51125,34.195853681807016,2.7519751656121185
Baseline,CapPress,base,1.0,0.5,low,edge+cloud,0.09270132813677316,0.51125,34.51295671642576,4.11235603355984
Baseline,CapPress,base,1.0,0.5,high,edge,0.10200184283074243,0.5010249999999999,35.00520351084502,2.851540270757299
Baseline,CapPress,base,1.0,0.5,high,edge+cloud,0.09885460933963136,0.5010249999999999,35.15351964532749,3.9908495192918343
Baseline,CapPress,base,1.0,1.0,low,edge,0.07989638840229298,1.0,68.36134766098859,2.6374673645624664
Baseline,CapPress,base,1.0,1.0,low,edge+cloud,0.08057757602064486,1.0,70.6390154254076,3.9323888256635535
Baseline,CapPress,base,1.0,1.0,high,edge,0.08722656737868995,1.0,68.82218081805163,2.634348445800812
Baseline,CapPress,base,1.0,1.0,high,edge+cloud,0.08721221987155504,1.0,69.56059831677986,3.9548241206719923
Baseline,CapPress,base,2.0,0.25,low,edge,0.07396390044674021,0.255625,22.62158845030212,2.8866849274762725
Baseline,CapPress,base,2.0,0.25,low,edge+cloud,0.07368971784704939,0.255625,22.35765385981894,4.234613805944815
Baseline,CapPress,base,2.0,0.25,high,edge,0.07673614206016541,0.25051249999999997,22.372380136879556,2.850842461334316
Baseline,CapPress,base,2.0,0.25,high,edge+cloud,0.07439126867606656,0.25051249999999997,23.09144673347479,4.291568122735436
Baseline,CapPress,base,2.0,0.5,low,edge,0.06810952778679759,0.51125,44.76375588797606,2.740915881182268
Baseline,CapPress,base,2.0,0.5,low,edge+cloud,0.06492354173890681,0.51125,44.83282751875578,4.159954394030501
Baseline,CapPress,base,2.0,0.5,high,edge,0.07053394443784407,0.5010249999999999,44.72162290259962,2.751217953347297
Baseline,CapPress,base,2.0,0.5,high,edge+cloud,0.06864525031542593,0.5010249999999999,45.286760684827414,4.15096624266193
Baseline,CapPress,base,2.0,1.0,low,edge,0.05733868205213597,1.0,89.27495920300255,2.6358375716921127
Baseline,CapPress,base,2.0,1.0,low,edge+cloud,0.055661051271248624,1.0,90.36023982378242,3.8968274604297743
Baseline,CapPress,base,2.0,1.0,high,edge,0.06030740273569247,1.0,88.38676012109134,2.6491542339005827
Baseline,CapPress,base,2.0,1.0,high,edge+cloud,0.058204486216108166,1.0,91.38292796914436,3.856754613195267
Baseline,CapPress,large,0.5,0.25,low,edge,0.12039893120238429,0.255625,16.716039570028304,2.918648767116184
Baseline,CapPress,large,0.5,0.25,low,edge+cloud,0.1222441058600238,0.255625,17.115683455777205,4.451408439404631
Baseline,CapPress,large,0.5,0.25,high,edge,0.13245260764936392,0.25051249999999997,16.49795056085701,3.0423460313157302
Baseline,CapPress,large,0.5,0.25,high,edge+cloud,0.12551257964982085,0.25051249999999997,16.99458624506964,4.352427965115466
Baseline,CapPress,large,0.5,0.5,low,edge,0.11390100377032476,0.51125,34.022748606640235,2.905376861206054
Baseline,CapPress,large,0.5,0.5,low,edge+cloud,0.10571689154646963,0.51125,33.61299171194432,4.3029685146302
Baseline,CapPress,large,0.5,0.5,high,edge,0.11874984371201375,0.5010249999999999,33.233832289113984,2.895292819164479
Baseline,CapPress,large,0.5,0.5,high,edge+cloud,0.11195467945135094,0.5010249999999999,34.12955112489433,4.383772232814909
Baseline,CapPress,large,0.5,1.0,low,edge,0.10067676558443311,1.0,66.14462055472157,2.813004166907199
Baseline,CapPress,large,0.5,1.0,low,edge+cloud,0.08959632664959268,1.0,67.90354671801887,4.358609260830732
Baseline,CapPress,large,0.5,1.0,high,edge,0.10160227416831458,1.0,65.63874019577761,2.794974350717174
Baseline,CapPress,large,0.5,1.0,high,edge+cloud,0.09676146906880446,1.0,67.70078202994515,4.05907605515497
Baseline,CapPress,large,1.0,0.25,low,edge,0.08803928873226144,0.255625,19.201884868864227,3.099471445443722
Baseline,CapPress,large,1.0,0.25,low,edge+cloud,0.08615228062326358,0.255625,19.447682357844588,4.444469221518075
Baseline,CapPress,large,1.0,0.25,high,edge,0.09261187681301414,0.25051249999999997,19.000344988312943,3.030980051069411
Baseline,CapPress,large,1.0,0.25,high,edge+cloud,0.09245393289658793,0.25051249999999997,19.949278447383747,4.362202909101696
Baseline,CapPress,large,1.0,0.5,low,edge,0.08312681640553726,0.51125,38.671597895751624,2.8948587176131464
Baseline,CapPress,large,1.0,0.5,low,edge+cloud,0.0767804348666418,0.51125,38.68585431061482,4.313874269056597
Baseline,CapPress,large,1.0,0.5,high,edge,0.08062856490619492,0.5010249999999999,38.170641365454365,3.0133238270586484
Baseline,CapPress,large,1.0,0.5,high,edge+cloud,0.08194952850701562,0.5010249999999999,38.84633811459349,4.288262071529502
Baseline,CapPress,large,1.0,1.0,low,edge,0.06701117379342451,1.0,76.68587571212237,2.739908553439719
Baseline,CapPress,large,1.0,1.0,low,edge+cloud,0.06438184866541104,1.0,77.79742837794792,4.139715509103768
Baseline,CapPress,large,1.0,1.0,high,edge,0.06822269401285398,1.0,76.82779333500366,2.804863224927146
Baseline,CapPress,large,1.0,1.0,high,edge+cloud,0.06830247423167932,1.0,77.03927160712009,4.036315773101948
Baseline,CapPress,large,2.0,0.25,low,edge,0.06282395003720359,0.255625,24.688692967528137,3.0103057065062524
Baseline,CapPress,large,2.0,0.25,low,edge+cloud,0.06240176934532954,0.255625,24.91649128050549,4.512245682140562
Baseline,CapPress,large,2.0,0.25,high,edge,0.06484049898636851,0.25051249999999997,24.61462608289222,3.045615545706229
Baseline,CapPress,large,2.0,0.25,high,edge+cloud,0.06186969424872605,0.25051249999999997,25.09140320395146,4.3918331112468305
Baseline,CapPress,large,2.0,0.5,low,edge,0.05633726861328314,0.51125,49.148898885087625,2.994071606804331
Baseline,CapPress,large,2.0,0.5,low,edge+cloud,0.05270846028833991,0.51125,49.0594327566783,4.323585887068833
Baseline,CapPress,large,2.0,0.5,high,edge,0.05940940950962703,0.5010249999999999,49.34968196521308,2.859387215273072
Baseline,CapPress,large,2.0,0.5,high,edge+cloud,0.05784582000373157,0.5010249999999999,49.86715521647928,4.324457444680337
Baseline,CapPress,large,2.0,1.0,low,edge,0.046040788347628855,1.0,96.9767919644533,2.8443969374105165
Baseline,CapPress,large,2.0,1.0,low,edge+cloud,0.04583389711591605,1.0,100.81862698835762,4.125497471116439
